"","OTU","Size","Phylum","Class","Order","Family","Genus"
"Otu5158","Otu5158",2,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_unclassified","Bacteroidales_unclassified"
"Otu5163","Otu5163",2,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Otu5184","Otu5184",2,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu5185","Otu5185",2,"Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"Otu5194","Otu5194",2,"Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"Otu5262","Otu5262",2,"Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium"
"Otu5554","Otu5554",2,"Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"Otu5681","Otu5681",2,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacteriaceae_unclassified"
"Otu5690","Otu5690",2,"Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Sediminibacterium"
"Otu5693","Otu5693",2,"Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides"
"Otu5696","Otu5696",2,"Actinobacteria","Actinobacteria","Mycobacteriales","Tsukamurellaceae","Tsukamurella"
"Otu5697","Otu5697",2,"Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetales_unclassified","Planctomycetales_unclassified"
"Otu5698","Otu5698",2,"Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"Otu5700","Otu5700",2,"Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"Otu5760","Otu5760",2,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu5787","Otu5787",2,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu5866","Otu5866",2,"Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu5875","Otu5875",2,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu5924","Otu5924",2,"Firmicutes","Bacilli","Lactobacillales","Lactobacillales_unclassified","Lactobacillales_unclassified"
"Otu5979","Otu5979",2,"Parcubacteria","Parcubacteria_unclassified","Parcubacteria_unclassified","Parcubacteria_unclassified","Parcubacteria_unclassified"
"Otu6112","Otu6112",1,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu6115","Otu6115",1,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu6117","Otu6117",1,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacteriaceae_unclassified"
"Otu6128","Otu6128",1,"Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu6172","Otu6172",1,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu6221","Otu6221",1,"Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Lautropia"
"Otu6246","Otu6246",1,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu6295","Otu6295",1,"Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Clostridium_XVIII"
"Otu6409","Otu6409",1,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_unclassified","Bacteroidales_unclassified"
"Otu6452","Otu6452",1,"Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus"
"Otu6465","Otu6465",1,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroidaceae_unclassified"
"Otu6503","Otu6503",1,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacteriaceae_unclassified"
"Otu6519","Otu6519",1,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Hungatella"
"Otu6552","Otu6552",1,"Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Otu6584","Otu6584",1,"Firmicutes","Negativicutes","Negativicutes_unclassified","Negativicutes_unclassified","Negativicutes_unclassified"
"Otu6607","Otu6607",1,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu6665","Otu6665",1,"Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptostreptococcaceae_unclassified"
"Otu6695","Otu6695",1,"Firmicutes","Bacilli","Bacillales","Listeriaceae","Brochothrix"
"Otu6783","Otu6783",1,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_unclassified","Bacteroidales_unclassified"
"Otu6794","Otu6794",1,"Firmicutes","Clostridia","Clostridiales","Peptoniphilaceae","Anaerococcus"
"Otu6798","Otu6798",1,"Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae_unclassified"
"Otu6841","Otu6841",1,"Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcaceae_unclassified"
"Otu6928","Otu6928",1,"Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella"
"Otu6944","Otu6944",1,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu7019","Otu7019",1,"Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides"
"Otu7087","Otu7087",1,"Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Sediminibacterium"
"Otu7176","Otu7176",1,"Actinobacteria","Actinobacteria","Mycobacteriales","Mycobacteriales_unclassified","Mycobacteriales_unclassified"
"Otu7283","Otu7283",1,"Armatimonadetes","Chthonomonadetes","Chthonomonadales","Chthonomonadaceae","Chthonomonas/Armatimonadetes_gp3"
"Otu7284","Otu7284",1,"Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacteriaceae_unclassified"
"Otu7385","Otu7385",1,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_unclassified","Rhizobiales_unclassified"
"Otu7445","Otu7445",1,"Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Anaeroglobus"
"Otu7452","Otu7452",1,"Firmicutes","Clostridia","Clostridiales","Peptoniphilaceae","Ezakiella"
"Otu7592","Otu7592",1,"Firmicutes","Clostridia","Clostridiales","Peptoniphilaceae","Finegoldia"
"Otu7656","Otu7656",1,"Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified"
"Otu7658","Otu7658",1,"Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"Otu7679","Otu7679",1,"Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptostreptococcus"
"Otu7699","Otu7699",1,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroidaceae_unclassified"
"Otu7773","Otu7773",1,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacteriaceae_unclassified"
"Otu8010","Otu8010",1,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium"
"Otu8079","Otu8079",1,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Otu8146","Otu8146",1,"Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillaceae_1_unclassified"
"Otu8329","Otu8329",1,"Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
"Otu8365","Otu8365",1,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Mediterraneibacter"
"Otu8519","Otu8519",1,"Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillaceae_1_unclassified"
"Otu8700","Otu8700",1,"Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"Otu8713","Otu8713",1,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu8897","Otu8897",1,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Clostridium_XlVa"
"Otu9057","Otu9057",1,"Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified"
"Otu9091","Otu9091",1,"Proteobacteria","Deltaproteobacteria","Myxococcales","Labilitrichaceae","Labilithrix"
"Otu9115","Otu9115",1,"Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillaceae_unclassified"
"Otu9136","Otu9136",1,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu9143","Otu9143",1,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu9159","Otu9159",1,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu9195","Otu9195",1,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacteriaceae_unclassified"
"Otu9210","Otu9210",1,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu9216","Otu9216",1,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu9229","Otu9229",1,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu9235","Otu9235",1,"Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu9237","Otu9237",1,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu9240","Otu9240",1,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Morganella"
"Otu9253","Otu9253",1,"Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"Otu9288","Otu9288",1,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_unclassified","Bacteroidales_unclassified"
"Otu9302","Otu9302",1,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridiaceae_1_unclassified"
"Otu9330","Otu9330",1,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu9341","Otu9341",1,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu9387","Otu9387",1,"Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"Otu9393","Otu9393",1,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacteriaceae_unclassified"
"Otu9429","Otu9429",1,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu9456","Otu9456",1,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu9464","Otu9464",1,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroidaceae_unclassified"
"Otu9485","Otu9485",1,"Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Schaalia"
"Otu9512","Otu9512",1,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu9521","Otu9521",1,"Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptostreptococcus"
"Otu9613","Otu9613",1,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu9643","Otu9643",1,"Firmicutes","Clostridia","Clostridiales","Peptoniphilaceae","Peptoniphilus"
"Otu9644","Otu9644",1,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu9706","Otu9706",1,"Actinobacteria","Actinobacteria","Nakamurellales","Nakamurellaceae","Nakamurella"
"Otu9738","Otu9738",1,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu9764","Otu9764",1,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus"
"Otu9785","Otu9785",1,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flintibacter"
"Otu9793","Otu9793",1,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerotignum"
"Otu9796","Otu9796",1,"Firmicutes","Clostridia","Clostridiales","Peptoniphilaceae","Fenollaria"
"Otu9805","Otu9805",1,"Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"Otu9825","Otu9825",1,"Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium"
"Otu9850","Otu9850",1,"Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_unclassified"
"Otu9882","Otu9882",1,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_unclassified","Bacteroidales_unclassified"
"Otu9887","Otu9887",1,"Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
